Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes,,,,win team,lose team,Wloc
Sat Dec 10 2016,7:00 PM,Milwaukee Bucks,105,Washington Wizards,110,Box Score,,14816,,,-5,,Washington Wizards,Milwaukee Bucks,H
Sun Dec 11 2016,6:00 PM,Philadelphia 76ers,97,Detroit Pistons,79,Box Score,,7244,,,18,,Philadelphia 76ers,Detroit Pistons,V
Sun Dec 11 2016,9:30 PM,New York Knicks,118,Los Angeles Lakers,112,Box Score,,18997,,,6,,New York Knicks,Los Angeles Lakers,V
Sun Dec 11 2016,7:00 PM,Golden State Warriors,116,Minnesota Timberwolves,108,Box Score,,18452,,,8,,Golden State Warriors,Minnesota Timberwolves,V
Sun Dec 11 2016,7:00 PM,Boston Celtics,96,Oklahoma City Thunder,99,Box Score,,18203,,,-3,,Oklahoma City Thunder,Boston Celtics,H
Sun Dec 11 2016,8:30 PM,New Orleans Pelicans,120,Phoenix Suns,119,Box Score,OT,16949,,,1,,New Orleans Pelicans,Phoenix Suns,V
Mon Dec 12 2016,8:30 PM,Denver Nuggets,92,Dallas Mavericks,112,Box Score,,19425,,,-20,,Dallas Mavericks,Denver Nuggets,H
Mon Dec 12 2016,8:00 PM,Brooklyn Nets,118,Houston Rockets,122,Box Score,,13619,,,-4,,Houston Rockets,Brooklyn Nets,H
Mon Dec 12 2016,7:00 PM,Charlotte Hornets,94,Indiana Pacers,110,Box Score,,14138,,,-16,,Indiana Pacers,Charlotte Hornets,H
Mon Dec 12 2016,10:30 PM,Portland Trail Blazers,120,Los Angeles Clippers,121,Box Score,,19060,,,-1,,Los Angeles Clippers,Portland Trail Blazers,H
Mon Dec 12 2016,7:30 PM,Washington Wizards,101,Miami Heat,112,Box Score,,19600,,,-11,,Miami Heat,Washington Wizards,H
Mon Dec 12 2016,10:30 PM,Los Angeles Lakers,92,Sacramento Kings,116,Box Score,,17608,,,-24,,Sacramento Kings,Los Angeles Lakers,H
Mon Dec 12 2016,7:30 PM,Milwaukee Bucks,100,Toronto Raptors,122,Box Score,,19800,,,-22,,Toronto Raptors,Milwaukee Bucks,H
Tue Dec 13 2016,7:30 PM,Orlando Magic,131,Atlanta Hawks,120,Box Score,,13585,,,11,,Orlando Magic,Atlanta Hawks,V
Tue Dec 13 2016,8:00 PM,Minnesota Timberwolves,99,Chicago Bulls,94,Box Score,,21146,,,5,,Minnesota Timberwolves,Chicago Bulls,V
Tue Dec 13 2016,7:00 PM,Memphis Grizzlies,86,Cleveland Cavaliers,103,Box Score,,20562,,,-17,,Cleveland Cavaliers,Memphis Grizzlies,H
Tue Dec 13 2016,8:00 PM,Golden State Warriors,113,New Orleans Pelicans,109,Box Score,,17789,,,4,,Golden State Warriors,New Orleans Pelicans,V
Tue Dec 13 2016,9:00 PM,New York Knicks,111,Phoenix Suns,113,Box Score,OT,16429,,,-2,,Phoenix Suns,New York Knicks,H
Tue Dec 13 2016,10:30 PM,Oklahoma City Thunder,95,Portland Trail Blazers,114,Box Score,,19505,,,-19,,Portland Trail Blazers,Oklahoma City Thunder,H
Wed Dec 14 2016,7:30 PM,Los Angeles Lakers,97,Brooklyn Nets,107,Box Score,,17732,,,-10,,Brooklyn Nets,Los Angeles Lakers,H
Wed Dec 14 2016,8:30 PM,Detroit Pistons,95,Dallas Mavericks,85,Box Score,,19687,,,10,,Detroit Pistons,Dallas Mavericks,V
Wed Dec 14 2016,8:00 PM,Sacramento Kings,98,Houston Rockets,132,Box Score,,15039,,,-34,,Houston Rockets,Sacramento Kings,H
Wed Dec 14 2016,8:00 PM,Cleveland Cavaliers,85,Memphis Grizzlies,93,Box Score,,17449,,,-8,,Memphis Grizzlies,Cleveland Cavaliers,H
Wed Dec 14 2016,7:00 PM,Indiana Pacers,89,Miami Heat,95,Box Score,,19600,,,-6,,Miami Heat,Indiana Pacers,H
Wed Dec 14 2016,7:00 PM,Los Angeles Clippers,113,Orlando Magic,108,Box Score,,18846,,,5,,Los Angeles Clippers,Orlando Magic,V
Wed Dec 14 2016,7:00 PM,Toronto Raptors,123,Philadelphia 76ers,114,Box Score,,16192,,,9,,Toronto Raptors,Philadelphia 76ers,V
Wed Dec 14 2016,9:30 PM,Boston Celtics,101,San Antonio Spurs,108,Box Score,,18418,,,-7,,San Antonio Spurs,Boston Celtics,H
Wed Dec 14 2016,9:00 PM,Oklahoma City Thunder,89,Utah Jazz,109,Box Score,,19911,,,-20,,Utah Jazz,Oklahoma City Thunder,H
Wed Dec 14 2016,7:00 PM,Charlotte Hornets,106,Washington Wizards,109,Box Score,,13447,,,-3,,Washington Wizards,Charlotte Hornets,H
Thu Dec 15 2016,9:00 PM,Portland Trail Blazers,120,Denver Nuggets,132,Box Score,,10022,,,-12,,Denver Nuggets,Portland Trail Blazers,H
Thu Dec 15 2016,10:30 PM,New York Knicks,90,Golden State Warriors,103,Box Score,,19596,,,-13,,Golden State Warriors,New York Knicks,H
Thu Dec 15 2016,8:00 PM,Chicago Bulls,97,Milwaukee Bucks,108,Box Score,,16704,,,-11,,Milwaukee Bucks,Chicago Bulls,H
Thu Dec 15 2016,8:00 PM,Indiana Pacers,95,New Orleans Pelicans,102,Box Score,,15472,,,-7,,New Orleans Pelicans,Indiana Pacers,H
Thu Dec 15 2016,9:00 PM,San Antonio Spurs,107,Phoenix Suns,92,Box Score,,17165,,,15,,San Antonio Spurs,Phoenix Suns,V
Fri Dec 16 2016,7:30 PM,Charlotte Hornets,88,Boston Celtics,96,Box Score,,18624,,,-8,,Boston Celtics,Charlotte Hornets,H
Fri Dec 16 2016,8:00 PM,Milwaukee Bucks,95,Chicago Bulls,69,Box Score,,21324,,,26,,Milwaukee Bucks,Chicago Bulls,V
Fri Dec 16 2016,8:00 PM,New Orleans Pelicans,100,Houston Rockets,122,Box Score,,16728,,,-22,,Houston Rockets,New Orleans Pelicans,H
Fri Dec 16 2016,8:00 PM,Sacramento Kings,96,Memphis Grizzlies,92,Box Score,,15987,,,4,,Sacramento Kings,Memphis Grizzlies,V
Fri Dec 16 2016,8:00 PM,Los Angeles Clippers,102,Miami Heat,98,Box Score,,19600,,,4,,Los Angeles Clippers,Miami Heat,V
Fri Dec 16 2016,7:00 PM,Brooklyn Nets,111,Orlando Magic,118,Box Score,,17668,,,-7,,Orlando Magic,Brooklyn Nets,H
Fri Dec 16 2016,8:00 PM,Los Angeles Lakers,100,Philadelphia 76ers,89,Box Score,,20491,,,11,,Los Angeles Lakers,Philadelphia 76ers,V
Fri Dec 16 2016,7:30 PM,Atlanta Hawks,125,Toronto Raptors,121,Box Score,,19800,,,4,,Atlanta Hawks,Toronto Raptors,V
Fri Dec 16 2016,10:30 PM,Dallas Mavericks,100,Utah Jazz,103,Box Score,,18721,,,-3,,Utah Jazz,Dallas Mavericks,H
Fri Dec 16 2016,7:00 PM,Detroit Pistons,108,Washington Wizards,122,Box Score,,15573,,,-14,,Washington Wizards,Detroit Pistons,H
Sat Dec 17 2016,7:30 PM,Charlotte Hornets,107,Atlanta Hawks,99,Box Score,,17918,,,8,,Charlotte Hornets,Atlanta Hawks,V
Sat Dec 17 2016,7:30 PM,Los Angeles Lakers,108,Cleveland Cavaliers,119,Box Score,,20562,,,-11,,Cleveland Cavaliers,Los Angeles Lakers,H
Sat Dec 17 2016,9:00 PM,New York Knicks,114,Denver Nuggets,127,Box Score,,12042,,,-13,,Denver Nuggets,New York Knicks,H
Sat Dec 17 2016,7:00 PM,Indiana Pacers,105,Detroit Pistons,90,Box Score,,15231,,,15,,Indiana Pacers,Detroit Pistons,V
Sat Dec 17 2016,10:30 PM,Portland Trail Blazers,90,Golden State Warriors,135,Box Score,,19596,,,-45,,Golden State Warriors,Portland Trail Blazers,H
Sat Dec 17 2016,8:00 PM,Houston Rockets,111,Minnesota Timberwolves,109,Box Score,OT,14689,,,2,,Houston Rockets,Minnesota Timberwolves,V
Sat Dec 17 2016,5:00 PM,Phoenix Suns,101,Oklahoma City Thunder,114,Box Score,,18203,,,-13,,Oklahoma City Thunder,Phoenix Suns,H
Sun Dec 18 2016,4:00 PM,Sacramento Kings,79,Dallas Mavericks,99,Box Score,,19504,,,-20,,Dallas Mavericks,Sacramento Kings,H
Sun Dec 18 2016,6:00 PM,Utah Jazz,82,Memphis Grizzlies,73,Box Score,,15862,,,9,,Utah Jazz,Memphis Grizzlies,V
Sun Dec 18 2016,6:00 PM,Boston Celtics,105,Miami Heat,95,Box Score,,19600,,,10,,Boston Celtics,Miami Heat,V
Sun Dec 18 2016,6:00 PM,Toronto Raptors,109,Orlando Magic,79,Box Score,,17251,,,30,,Toronto Raptors,Orlando Magic,V
Sun Dec 18 2016,6:00 PM,Brooklyn Nets,107,Philadelphia 76ers,108,Box Score,,16460,,,-1,,Philadelphia 76ers,Brooklyn Nets,H
Sun Dec 18 2016,7:00 PM,New Orleans Pelicans,100,San Antonio Spurs,113,Box Score,,18615,,,-13,,San Antonio Spurs,New Orleans Pelicans,H
Sun Dec 18 2016,3:30 PM,Los Angeles Clippers,110,Washington Wizards,117,Box Score,,17380,,,-7,,Washington Wizards,Los Angeles Clippers,H
Mon Dec 19 2016,8:00 PM,Detroit Pistons,82,Chicago Bulls,113,Box Score,,21400,,,-31,,Chicago Bulls,Detroit Pistons,H
Mon Dec 19 2016,9:00 PM,Dallas Mavericks,107,Denver Nuggets,117,Box Score,,12581,,,-10,,Denver Nuggets,Dallas Mavericks,H
Mon Dec 19 2016,7:00 PM,Washington Wizards,105,Indiana Pacers,107,Box Score,,17686,,,-2,,Indiana Pacers,Washington Wizards,H
Mon Dec 19 2016,8:00 PM,Phoenix Suns,108,Minnesota Timberwolves,115,Box Score,,12008,,,-7,,Minnesota Timberwolves,Phoenix Suns,H
Mon Dec 19 2016,8:00 PM,Atlanta Hawks,110,Oklahoma City Thunder,108,Box Score,,18203,,,2,,Atlanta Hawks,Oklahoma City Thunder,V
Tue Dec 20 2016,7:00 PM,Los Angeles Lakers,113,Charlotte Hornets,117,Box Score,,19093,,,-4,,Charlotte Hornets,Los Angeles Lakers,H
Tue Dec 20 2016,10:30 PM,Utah Jazz,74,Golden State Warriors,104,Box Score,,19596,,,-30,,Golden State Warriors,Utah Jazz,H
Tue Dec 20 2016,8:00 PM,San Antonio Spurs,102,Houston Rockets,100,Box Score,,18055,,,2,,San Antonio Spurs,Houston Rockets,V
Tue Dec 20 2016,10:30 PM,Denver Nuggets,102,Los Angeles Clippers,119,Box Score,,19060,,,-17,,Los Angeles Clippers,Denver Nuggets,H
Tue Dec 20 2016,8:00 PM,Boston Celtics,112,Memphis Grizzlies,109,Box Score,OT,16519,,,3,,Boston Celtics,Memphis Grizzlies,V
Tue Dec 20 2016,7:30 PM,Orlando Magic,136,Miami Heat,130,Box Score,2OT,19600,,,6,,Orlando Magic,Miami Heat,V
Tue Dec 20 2016,8:00 PM,Cleveland Cavaliers,114,Milwaukee Bucks,108,Box Score,OT,17053,,,6,,Cleveland Cavaliers,Milwaukee Bucks,V
Tue Dec 20 2016,7:30 PM,Indiana Pacers,111,New York Knicks,118,Box Score,,19812,,,-7,,New York Knicks,Indiana Pacers,H
Tue Dec 20 2016,7:00 PM,New Orleans Pelicans,108,Philadelphia 76ers,93,Box Score,,16322,,,15,,New Orleans Pelicans,Philadelphia 76ers,V
Tue Dec 20 2016,10:30 PM,Portland Trail Blazers,121,Sacramento Kings,126,Box Score,,17608,,,-5,,Sacramento Kings,Portland Trail Blazers,H
Tue Dec 20 2016,7:30 PM,Brooklyn Nets,104,Toronto Raptors,116,Box Score,,19800,,,-12,,Toronto Raptors,Brooklyn Nets,H
Wed Dec 21 2016,7:30 PM,Minnesota Timberwolves,92,Atlanta Hawks,84,Box Score,,17578,,,8,,Minnesota Timberwolves,Atlanta Hawks,V
Wed Dec 21 2016,8:00 PM,Washington Wizards,107,Chicago Bulls,97,Box Score,,21358,,,10,,Washington Wizards,Chicago Bulls,V
Wed Dec 21 2016,7:00 PM,Milwaukee Bucks,102,Cleveland Cavaliers,113,Box Score,,20562,,,-11,,Cleveland Cavaliers,Milwaukee Bucks,H
Wed Dec 21 2016,7:30 PM,Memphis Grizzlies,98,Detroit Pistons,86,Box Score,,16033,,,12,,Memphis Grizzlies,Detroit Pistons,V
Wed Dec 21 2016,8:00 PM,Oklahoma City Thunder,121,New Orleans Pelicans,110,Box Score,,16375,,,11,,Oklahoma City Thunder,New Orleans Pelicans,V
Wed Dec 21 2016,9:00 PM,Houston Rockets,125,Phoenix Suns,111,Box Score,,18055,,,14,,Houston Rockets,Phoenix Suns,V
Wed Dec 21 2016,10:00 PM,Dallas Mavericks,96,Portland Trail Blazers,95,Box Score,,19393,,,1,,Dallas Mavericks,Portland Trail Blazers,V
Wed Dec 21 2016,9:00 PM,Sacramento Kings,94,Utah Jazz,93,Box Score,,19195,,,1,,Sacramento Kings,Utah Jazz,V
Thu Dec 22 2016,7:30 PM,Golden State Warriors,117,Brooklyn Nets,101,Box Score,,17732,,,16,,Golden State Warriors,Brooklyn Nets,V
Thu Dec 22 2016,7:00 PM,Boston Celtics,109,Indiana Pacers,102,Box Score,,17577,,,7,,Boston Celtics,Indiana Pacers,V
Thu Dec 22 2016,10:30 PM,San Antonio Spurs,101,Los Angeles Clippers,106,Box Score,,19060,,,-5,,Los Angeles Clippers,San Antonio Spurs,H
Thu Dec 22 2016,8:00 PM,Los Angeles Lakers,107,Miami Heat,115,Box Score,,19712,,,-8,,Miami Heat,Los Angeles Lakers,H
Thu Dec 22 2016,7:30 PM,Orlando Magic,95,New York Knicks,106,Box Score,,19812,,,-11,,New York Knicks,Orlando Magic,H
Fri Dec 23 2016,7:30 PM,Oklahoma City Thunder,117,Boston Celtics,112,Box Score,,18624,,,5,,Oklahoma City Thunder,Boston Celtics,V
Fri Dec 23 2016,7:00 PM,Chicago Bulls,91,Charlotte Hornets,103,Box Score,,19249,,,-12,,Charlotte Hornets,Chicago Bulls,H
Fri Dec 23 2016,7:30 PM,Brooklyn Nets,99,Cleveland Cavaliers,119,Box Score,,20562,,,-20,,Cleveland Cavaliers,Brooklyn Nets,H
Fri Dec 23 2016,9:00 PM,Atlanta Hawks,109,Denver Nuggets,108,Box Score,,13823,,,1,,Atlanta Hawks,Denver Nuggets,V
Fri Dec 23 2016,7:30 PM,Golden State Warriors,119,Detroit Pistons,113,Box Score,,21012,,,6,,Golden State Warriors,Detroit Pistons,V
Fri Dec 23 2016,10:30 PM,Dallas Mavericks,90,Los Angeles Clippers,88,Box Score,,19060,,,2,,Dallas Mavericks,Los Angeles Clippers,V
Fri Dec 23 2016,8:00 PM,Houston Rockets,109,Memphis Grizzlies,115,Box Score,,17454,,,-6,,Memphis Grizzlies,Houston Rockets,H
Fri Dec 23 2016,8:00 PM,Washington Wizards,96,Milwaukee Bucks,123,Box Score,,15921,,,-27,,Milwaukee Bucks,Washington Wizards,H
Fri Dec 23 2016,8:00 PM,Sacramento Kings,109,Minnesota Timberwolves,105,Box Score,,13288,,,4,,Sacramento Kings,Minnesota Timberwolves,V
Fri Dec 23 2016,8:00 PM,Miami Heat,87,New Orleans Pelicans,91,Box Score,,16322,,,-4,,New Orleans Pelicans,Miami Heat,H
Fri Dec 23 2016,7:00 PM,Los Angeles Lakers,90,Orlando Magic,109,Box Score,,18846,,,-19,,Orlando Magic,Los Angeles Lakers,H
Fri Dec 23 2016,9:00 PM,Philadelphia 76ers,116,Phoenix Suns,123,Box Score,,16535,,,-7,,Phoenix Suns,Philadelphia 76ers,H
Fri Dec 23 2016,10:00 PM,San Antonio Spurs,110,Portland Trail Blazers,90,Box Score,,19393,,,20,,San Antonio Spurs,Portland Trail Blazers,V
Fri Dec 23 2016,9:00 PM,Toronto Raptors,104,Utah Jazz,98,Box Score,,19911,,,6,,Toronto Raptors,Utah Jazz,V
Sun Dec 25 2016,2:30 PM,Golden State Warriors,108,Cleveland Cavaliers,109,Box Score,,20562,,,-1,,Cleveland Cavaliers,Golden State Warriors,H
Sun Dec 25 2016,10:30 PM,Los Angeles Clippers,102,Los Angeles Lakers,111,Box Score,,18997,,,-9,,Los Angeles Lakers,Los Angeles Clippers,H
Sun Dec 25 2016,12:00 PM,Boston Celtics,119,New York Knicks,114,Box Score,,19812,,,5,,Boston Celtics,New York Knicks,V
Sun Dec 25 2016,8:00 PM,Minnesota Timberwolves,100,Oklahoma City Thunder,112,Box Score,,18203,,,-12,,Oklahoma City Thunder,Minnesota Timberwolves,H
Sun Dec 25 2016,5:00 PM,Chicago Bulls,100,San Antonio Spurs,119,Box Score,,18428,,,-19,,San Antonio Spurs,Chicago Bulls,H
Mon Dec 26 2016,7:30 PM,Charlotte Hornets,118,Brooklyn Nets,120,Box Score,,17732,,,-2,,Brooklyn Nets,Charlotte Hornets,H
Mon Dec 26 2016,8:00 PM,Indiana Pacers,85,Chicago Bulls,90,Box Score,,21922,,,-5,,Chicago Bulls,Indiana Pacers,H
Mon Dec 26 2016,7:30 PM,Cleveland Cavaliers,90,Detroit Pistons,106,Box Score,,18123,,,-16,,Detroit Pistons,Cleveland Cavaliers,H
Mon Dec 26 2016,8:00 PM,Phoenix Suns,115,Houston Rockets,131,Box Score,,18055,,,-16,,Houston Rockets,Phoenix Suns,H
Mon Dec 26 2016,10:30 PM,Denver Nuggets,106,Los Angeles Clippers,102,Box Score,,19060,,,4,,Denver Nuggets,Los Angeles Clippers,V
Mon Dec 26 2016,8:00 PM,Atlanta Hawks,90,Minnesota Timberwolves,104,Box Score,,15617,,,-14,,Minnesota Timberwolves,Atlanta Hawks,H
Mon Dec 26 2016,8:00 PM,Dallas Mavericks,104,New Orleans Pelicans,111,Box Score,,15764,,,-7,,New Orleans Pelicans,Dallas Mavericks,H
Mon Dec 26 2016,7:00 PM,Memphis Grizzlies,102,Orlando Magic,112,Box Score,,17104,,,-10,,Orlando Magic,Memphis Grizzlies,H
Mon Dec 26 2016,10:00 PM,Toronto Raptors,95,Portland Trail Blazers,91,Box Score,,19393,,,4,,Toronto Raptors,Portland Trail Blazers,V
Mon Dec 26 2016,10:30 PM,Philadelphia 76ers,100,Sacramento Kings,102,Box Score,,17608,,,-2,,Sacramento Kings,Philadelphia 76ers,H
Mon Dec 26 2016,7:00 PM,Milwaukee Bucks,102,Washington Wizards,107,Box Score,,15773,,,-5,,Washington Wizards,Milwaukee Bucks,H
Tue Dec 27 2016,7:30 PM,Memphis Grizzlies,103,Boston Celtics,113,Box Score,,18624,,,-10,,Boston Celtics,Memphis Grizzlies,H
Tue Dec 27 2016,8:30 PM,Houston Rockets,123,Dallas Mavericks,107,Box Score,,20425,,,16,,Houston Rockets,Dallas Mavericks,V
Tue Dec 27 2016,10:30 PM,Utah Jazz,102,Los Angeles Lakers,100,Box Score,,18997,,,2,,Utah Jazz,Los Angeles Lakers,V
Tue Dec 27 2016,7:30 PM,Oklahoma City Thunder,106,Miami Heat,94,Box Score,,19977,,,12,,Oklahoma City Thunder,Miami Heat,V
Wed Dec 28 2016,7:30 PM,New York Knicks,98,Atlanta Hawks,102,Box Score,OT,19066,,,-4,,Atlanta Hawks,New York Knicks,H
Wed Dec 28 2016,8:00 PM,Brooklyn Nets,99,Chicago Bulls,101,Box Score,,21957,,,-2,,Chicago Bulls,Brooklyn Nets,H
Wed Dec 28 2016,9:00 PM,Minnesota Timberwolves,103,Denver Nuggets,105,Box Score,,15093,,,-2,,Denver Nuggets,Minnesota Timberwolves,H
Wed Dec 28 2016,7:30 PM,Milwaukee Bucks,119,Detroit Pistons,94,Box Score,,17222,,,25,,Milwaukee Bucks,Detroit Pistons,V
Wed Dec 28 2016,10:30 PM,Toronto Raptors,111,Golden State Warriors,121,Box Score,,19596,,,-10,,Golden State Warriors,Toronto Raptors,H
Wed Dec 28 2016,8:00 PM,Los Angeles Clippers,98,New Orleans Pelicans,102,Box Score,,16647,,,-4,,New Orleans Pelicans,Los Angeles Clippers,H
Wed Dec 28 2016,7:00 PM,Charlotte Hornets,120,Orlando Magic,101,Box Score,,18273,,,19,,Charlotte Hornets,Orlando Magic,V
Wed Dec 28 2016,10:00 PM,Sacramento Kings,89,Portland Trail Blazers,102,Box Score,,19665,,,-13,,Portland Trail Blazers,Sacramento Kings,H
Wed Dec 28 2016,8:30 PM,Phoenix Suns,98,San Antonio Spurs,119,Box Score,,18418,,,-21,,San Antonio Spurs,Phoenix Suns,H
Wed Dec 28 2016,7:00 PM,Indiana Pacers,105,Washington Wizards,111,Box Score,,16172,,,-6,,Washington Wizards,Indiana Pacers,H
Thu Dec 29 2016,7:00 PM,Miami Heat,82,Charlotte Hornets,91,Box Score,,19471,,,-9,,Charlotte Hornets,Miami Heat,H
Thu Dec 29 2016,8:00 PM,Boston Celtics,118,Cleveland Cavaliers,124,Box Score,,20562,,,-6,,Cleveland Cavaliers,Boston Celtics,H
Thu Dec 29 2016,10:30 PM,Dallas Mavericks,101,Los Angeles Lakers,89,Box Score,,18997,,,12,,Dallas Mavericks,Los Angeles Lakers,V
Thu Dec 29 2016,8:00 PM,Oklahoma City Thunder,80,Memphis Grizzlies,114,Box Score,,18119,,,-34,,Memphis Grizzlies,Oklahoma City Thunder,H
Thu Dec 29 2016,9:00 PM,Toronto Raptors,91,Phoenix Suns,99,Box Score,,18055,,,-8,,Phoenix Suns,Toronto Raptors,H
Thu Dec 29 2016,9:00 PM,Philadelphia 76ers,83,Utah Jazz,100,Box Score,,19911,,,-17,,Utah Jazz,Philadelphia 76ers,H
Fri Dec 30 2016,8:00 PM,Detroit Pistons,98,Atlanta Hawks,105,Box Score,,19009,,,-7,,Atlanta Hawks,Detroit Pistons,H
Fri Dec 30 2016,7:30 PM,Miami Heat,114,Boston Celtics,117,Box Score,,18624,,,-3,,Boston Celtics,Miami Heat,H
Fri Dec 30 2016,9:00 PM,Philadelphia 76ers,124,Denver Nuggets,122,Box Score,,13619,,,2,,Philadelphia 76ers,Denver Nuggets,V
Fri Dec 30 2016,10:30 PM,Dallas Mavericks,99,Golden State Warriors,108,Box Score,,19596,,,-9,,Golden State Warriors,Dallas Mavericks,H
Fri Dec 30 2016,8:00 PM,Los Angeles Clippers,116,Houston Rockets,140,Box Score,,18055,,,-24,,Houston Rockets,Los Angeles Clippers,H
Fri Dec 30 2016,4:00 PM,Chicago Bulls,101,Indiana Pacers,111,Box Score,,17923,,,-10,,Indiana Pacers,Chicago Bulls,H
Fri Dec 30 2016,8:00 PM,Milwaukee Bucks,99,Minnesota Timberwolves,116,Box Score,,17779,,,-17,,Minnesota Timberwolves,Milwaukee Bucks,H
Fri Dec 30 2016,8:00 PM,New York Knicks,92,New Orleans Pelicans,104,Box Score,,18124,,,-12,,New Orleans Pelicans,New York Knicks,H
Fri Dec 30 2016,8:30 PM,Portland Trail Blazers,94,San Antonio Spurs,110,Box Score,,18418,,,-16,,San Antonio Spurs,Portland Trail Blazers,H
Fri Dec 30 2016,7:00 PM,Brooklyn Nets,95,Washington Wizards,118,Box Score,,16461,,,-23,,Washington Wizards,Brooklyn Nets,H
Sat Dec 31 2016,7:00 PM,Milwaukee Bucks,116,Chicago Bulls,96,Box Score,,21838,,,20,,Milwaukee Bucks,Chicago Bulls,V
Sat Dec 31 2016,7:00 PM,Cleveland Cavaliers,121,Charlotte Hornets,109,Box Score,,19519,,,12,,Cleveland Cavaliers,Charlotte Hornets,V
Sat Dec 31 2016,8:00 PM,New York Knicks,122,Houston Rockets,129,Box Score,,18055,,,-7,,Houston Rockets,New York Knicks,H
Sat Dec 31 2016,8:00 PM,Los Angeles Clippers,88,Oklahoma City Thunder,114,Box Score,,18203,,,-26,,Oklahoma City Thunder,Los Angeles Clippers,H
Sat Dec 31 2016,5:00 PM,Memphis Grizzlies,112,Sacramento Kings,98,Box Score,,17608,,,14,,Memphis Grizzlies,Sacramento Kings,V
Sat Dec 31 2016,8:00 PM,Phoenix Suns,86,Utah Jazz,91,Box Score,,19911,,,-5,,Utah Jazz,Phoenix Suns,H
Sun Jan 1 2017,6:00 PM,San Antonio Spurs,112,Atlanta Hawks,114,Box Score,OT,18088,,,-2,,Atlanta Hawks,San Antonio Spurs,H
Sun Jan 1 2017,6:00 PM,Orlando Magic,104,Indiana Pacers,117,Box Score,,17530,,,-13,,Indiana Pacers,Orlando Magic,H
Sun Jan 1 2017,9:30 PM,Toronto Raptors,123,Los Angeles Lakers,114,Box Score,,18997,,,9,,Toronto Raptors,Los Angeles Lakers,V
Sun Jan 1 2017,6:00 PM,Detroit Pistons,107,Miami Heat,98,Box Score,,19844,,,9,,Detroit Pistons,Miami Heat,V
Sun Jan 1 2017,7:00 PM,Portland Trail Blazers,95,Minnesota Timberwolves,89,Box Score,,15804,,,6,,Portland Trail Blazers,Minnesota Timberwolves,V
Mon Jan 2 2017,7:30 PM,Utah Jazz,101,Brooklyn Nets,89,Box Score,,15634,,,12,,Utah Jazz,Brooklyn Nets,V
Mon Jan 2 2017,8:00 PM,Charlotte Hornets,111,Chicago Bulls,118,Box Score,,21612,,,-7,,Chicago Bulls,Charlotte Hornets,H
Mon Jan 2 2017,7:00 PM,New Orleans Pelicans,82,Cleveland Cavaliers,90,Box Score,,20562,,,-8,,Cleveland Cavaliers,New Orleans Pelicans,H
Mon Jan 2 2017,10:30 PM,Denver Nuggets,119,Golden State Warriors,127,Box Score,,19596,,,-8,,Golden State Warriors,Denver Nuggets,H
Mon Jan 2 2017,8:00 PM,Washington Wizards,91,Houston Rockets,101,Box Score,,16569,,,-10,,Houston Rockets,Washington Wizards,H
Mon Jan 2 2017,10:30 PM,Phoenix Suns,98,Los Angeles Clippers,109,Box Score,,19060,,,-11,,Los Angeles Clippers,Phoenix Suns,H
Mon Jan 2 2017,7:00 PM,Oklahoma City Thunder,94,Milwaukee Bucks,98,Box Score,,17423,,,-4,,Milwaukee Bucks,Oklahoma City Thunder,H
Mon Jan 2 2017,7:30 PM,Orlando Magic,115,New York Knicks,103,Box Score,,19812,,,12,,Orlando Magic,New York Knicks,V
Tue Jan 3 2017,7:30 PM,Utah Jazz,104,Boston Celtics,115,Box Score,,18624,,,-11,,Boston Celtics,Utah Jazz,H
Tue Jan 3 2017,8:30 PM,Washington Wizards,105,Dallas Mavericks,113,Box Score,,19318,,,-8,,Dallas Mavericks,Washington Wizards,H
Tue Jan 3 2017,9:00 PM,Sacramento Kings,120,Denver Nuggets,113,Box Score,,11018,,,7,,Sacramento Kings,Denver Nuggets,V
Tue Jan 3 2017,7:30 PM,Indiana Pacers,121,Detroit Pistons,116,Box Score,,13435,,,5,,Indiana Pacers,Detroit Pistons,V
Tue Jan 3 2017,10:30 PM,Memphis Grizzlies,102,Los Angeles Lakers,116,Box Score,,18997,,,-14,,Los Angeles Lakers,Memphis Grizzlies,H
Tue Jan 3 2017,7:00 PM,Minnesota Timberwolves,91,Philadelphia 76ers,93,Box Score,,17124,,,-2,,Philadelphia 76ers,Minnesota Timberwolves,H
Tue Jan 3 2017,9:00 PM,Miami Heat,90,Phoenix Suns,99,Box Score,,16772,,,-9,,Phoenix Suns,Miami Heat,H
Tue Jan 3 2017,8:30 PM,Toronto Raptors,82,San Antonio Spurs,110,Box Score,,18418,,,-28,,San Antonio Spurs,Toronto Raptors,H
Wed Jan 4 2017,7:00 PM,Oklahoma City Thunder,112,Charlotte Hornets,123,Box Score,,18418,,,-11,,Charlotte Hornets,Oklahoma City Thunder,H
Wed Jan 4 2017,8:00 PM,Chicago Bulls,106,Cleveland Cavaliers,94,Box Score,,20562,,,12,,Chicago Bulls,Cleveland Cavaliers,V
Wed Jan 4 2017,10:30 PM,Portland Trail Blazers,117,Golden State Warriors,125,Box Score,,19596,,,-8,,Golden State Warriors,Portland Trail Blazers,H
