Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes,,,,win team,lose team,Wloc
Mon Feb 27 2017,7:00 PM,Golden State Warriors,119,Philadelphia 76ers,108,Box Score,,20585,,,11,,Golden State Warriors,Philadelphia 76ers,V
Mon Feb 27 2017,10:30 PM,Minnesota Timberwolves,102,Sacramento Kings,88,Box Score,,17608,,,14,,Minnesota Timberwolves,Sacramento Kings,V
Tue Feb 28 2017,8:00 PM,Denver Nuggets,125,Chicago Bulls,107,Box Score,,21015,,,18,,Denver Nuggets,Chicago Bulls,V
Tue Feb 28 2017,7:30 PM,Portland Trail Blazers,113,Detroit Pistons,120,Box Score,OT,13502,,,-7,,Detroit Pistons,Portland Trail Blazers,H
Tue Feb 28 2017,10:30 PM,Charlotte Hornets,109,Los Angeles Lakers,104,Box Score,,18997,,,5,,Charlotte Hornets,Los Angeles Lakers,V
Tue Feb 28 2017,8:00 PM,Phoenix Suns,112,Memphis Grizzlies,130,Box Score,,15871,,,-18,,Memphis Grizzlies,Phoenix Suns,H
Tue Feb 28 2017,8:00 PM,Utah Jazz,106,Oklahoma City Thunder,109,Box Score,,18203,,,-3,,Oklahoma City Thunder,Utah Jazz,H
Tue Feb 28 2017,7:00 PM,Golden State Warriors,108,Washington Wizards,112,Box Score,,20356,,,-4,,Washington Wizards,Golden State Warriors,H
Wed Mar 1 2017,7:30 PM,Dallas Mavericks,95,Atlanta Hawks,100,Box Score,,12483,,,-5,,Atlanta Hawks,Dallas Mavericks,H
Wed Mar 1 2017,8:00 PM,Cleveland Cavaliers,99,Boston Celtics,103,Box Score,,18624,,,-4,,Boston Celtics,Cleveland Cavaliers,H
Wed Mar 1 2017,10:30 PM,Houston Rockets,122,Los Angeles Clippers,103,Box Score,,19060,,,19,,Houston Rockets,Los Angeles Clippers,V
Wed Mar 1 2017,7:30 PM,Philadelphia 76ers,98,Miami Heat,125,Box Score,,19609,,,-27,,Miami Heat,Philadelphia 76ers,H
Wed Mar 1 2017,8:00 PM,Denver Nuggets,110,Milwaukee Bucks,98,Box Score,,13214,,,12,,Denver Nuggets,Milwaukee Bucks,V
Wed Mar 1 2017,8:00 PM,Detroit Pistons,86,New Orleans Pelicans,109,Box Score,,14406,,,-23,,New Orleans Pelicans,Detroit Pistons,H
Wed Mar 1 2017,7:00 PM,New York Knicks,101,Orlando Magic,90,Box Score,,16005,,,11,,New York Knicks,Orlando Magic,V
Wed Mar 1 2017,10:30 PM,Brooklyn Nets,109,Sacramento Kings,100,Box Score,,17608,,,9,,Brooklyn Nets,Sacramento Kings,V
Wed Mar 1 2017,8:30 PM,Indiana Pacers,99,San Antonio Spurs,100,Box Score,,18418,,,-1,,San Antonio Spurs,Indiana Pacers,H
Wed Mar 1 2017,7:30 PM,Washington Wizards,105,Toronto Raptors,96,Box Score,,19800,,,9,,Washington Wizards,Toronto Raptors,V
Wed Mar 1 2017,9:00 PM,Minnesota Timberwolves,107,Utah Jazz,80,Box Score,,19127,,,27,,Minnesota Timberwolves,Utah Jazz,V
Thu Mar 2 2017,8:00 PM,Golden State Warriors,87,Chicago Bulls,94,Box Score,,22253,,,-7,,Chicago Bulls,Golden State Warriors,H
Thu Mar 2 2017,9:00 PM,Charlotte Hornets,103,Phoenix Suns,120,Box Score,,16572,,,-17,,Phoenix Suns,Charlotte Hornets,H
Thu Mar 2 2017,10:30 PM,Oklahoma City Thunder,109,Portland Trail Blazers,114,Box Score,,19875,,,-5,,Portland Trail Blazers,Oklahoma City Thunder,H
Fri Mar 3 2017,7:00 PM,Cleveland Cavaliers,135,Atlanta Hawks,130,Box Score,,18877,,,5,,Cleveland Cavaliers,Atlanta Hawks,V
Fri Mar 3 2017,8:30 PM,Memphis Grizzlies,100,Dallas Mavericks,104,Box Score,,19480,,,-4,,Dallas Mavericks,Memphis Grizzlies,H
Fri Mar 3 2017,10:30 PM,Boston Celtics,115,Los Angeles Lakers,95,Box Score,,18997,,,20,,Boston Celtics,Los Angeles Lakers,V
Fri Mar 3 2017,8:00 PM,Los Angeles Clippers,101,Milwaukee Bucks,112,Box Score,,16208,,,-11,,Milwaukee Bucks,Los Angeles Clippers,H
Fri Mar 3 2017,9:30 PM,San Antonio Spurs,101,New Orleans Pelicans,98,Box Score,OT,17669,,,3,,San Antonio Spurs,New Orleans Pelicans,V
Fri Mar 3 2017,7:00 PM,Miami Heat,99,Orlando Magic,110,Box Score,,17136,,,-11,,Orlando Magic,Miami Heat,H
Fri Mar 3 2017,7:00 PM,New York Knicks,102,Philadelphia 76ers,105,Box Score,,18518,,,-3,,Philadelphia 76ers,New York Knicks,H
Fri Mar 3 2017,9:00 PM,Oklahoma City Thunder,111,Phoenix Suns,118,Box Score,,18055,,,-7,,Phoenix Suns,Oklahoma City Thunder,H
Fri Mar 3 2017,9:00 PM,Brooklyn Nets,97,Utah Jazz,112,Box Score,,19911,,,-15,,Utah Jazz,Brooklyn Nets,H
Fri Mar 3 2017,7:00 PM,Toronto Raptors,114,Washington Wizards,106,Box Score,,20356,,,8,,Toronto Raptors,Washington Wizards,V
Sat Mar 4 2017,8:30 PM,Los Angeles Clippers,101,Chicago Bulls,91,Box Score,,22807,,,10,,Los Angeles Clippers,Chicago Bulls,V
Sat Mar 4 2017,9:00 PM,Charlotte Hornets,112,Denver Nuggets,102,Box Score,,14708,,,10,,Charlotte Hornets,Denver Nuggets,V
Sat Mar 4 2017,9:00 PM,Memphis Grizzlies,108,Houston Rockets,123,Box Score,,18055,,,-15,,Houston Rockets,Memphis Grizzlies,H
Sat Mar 4 2017,8:00 PM,Cleveland Cavaliers,92,Miami Heat,120,Box Score,,19600,,,-28,,Miami Heat,Cleveland Cavaliers,H
Sat Mar 4 2017,8:00 PM,Toronto Raptors,94,Milwaukee Bucks,101,Box Score,,16775,,,-7,,Milwaukee Bucks,Toronto Raptors,H
Sat Mar 4 2017,6:00 PM,Detroit Pistons,136,Philadelphia 76ers,106,Box Score,,19523,,,30,,Detroit Pistons,Philadelphia 76ers,V
Sat Mar 4 2017,10:00 PM,Brooklyn Nets,116,Portland Trail Blazers,130,Box Score,,19638,,,-14,,Portland Trail Blazers,Brooklyn Nets,H
Sat Mar 4 2017,9:00 PM,Minnesota Timberwolves,90,San Antonio Spurs,97,Box Score,OT,18418,,,-7,,San Antonio Spurs,Minnesota Timberwolves,H
Sun Mar 5 2017,1:00 PM,Indiana Pacers,97,Atlanta Hawks,96,Box Score,,15366,,,1,,Indiana Pacers,Atlanta Hawks,V
Sun Mar 5 2017,8:30 PM,Oklahoma City Thunder,89,Dallas Mavericks,104,Box Score,,20232,,,-15,,Dallas Mavericks,Oklahoma City Thunder,H
Sun Mar 5 2017,9:30 PM,New Orleans Pelicans,105,Los Angeles Lakers,97,Box Score,,18997,,,8,,New Orleans Pelicans,Los Angeles Lakers,V
Sun Mar 5 2017,3:30 PM,Golden State Warriors,112,New York Knicks,105,Box Score,,19812,,,7,,Golden State Warriors,New York Knicks,V
Sun Mar 5 2017,5:00 PM,Boston Celtics,106,Phoenix Suns,109,Box Score,,16790,,,-3,,Phoenix Suns,Boston Celtics,H
Sun Mar 5 2017,6:00 PM,Utah Jazz,110,Sacramento Kings,109,Box Score,OT,17608,,,1,,Utah Jazz,Sacramento Kings,V
Sun Mar 5 2017,5:00 PM,Orlando Magic,114,Washington Wizards,115,Box Score,,19195,,,-1,,Washington Wizards,Orlando Magic,H
Mon Mar 6 2017,7:30 PM,Golden State Warriors,119,Atlanta Hawks,111,Box Score,,18890,,,8,,Golden State Warriors,Atlanta Hawks,V
Mon Mar 6 2017,8:00 PM,Indiana Pacers,88,Charlotte Hornets,100,Box Score,,16387,,,-12,,Charlotte Hornets,Indiana Pacers,H
Mon Mar 6 2017,7:00 PM,Miami Heat,106,Cleveland Cavaliers,98,Box Score,,20562,,,8,,Miami Heat,Cleveland Cavaliers,V
Mon Mar 6 2017,9:00 PM,Sacramento Kings,96,Denver Nuggets,108,Box Score,,11614,,,-12,,Denver Nuggets,Sacramento Kings,H
Mon Mar 6 2017,7:30 PM,Chicago Bulls,95,Detroit Pistons,109,Box Score,,16039,,,-14,,Detroit Pistons,Chicago Bulls,H
Mon Mar 6 2017,10:30 PM,Boston Celtics,102,Los Angeles Clippers,116,Box Score,,19283,,,-14,,Los Angeles Clippers,Boston Celtics,H
Mon Mar 6 2017,8:00 PM,Brooklyn Nets,122,Memphis Grizzlies,109,Box Score,,15505,,,13,,Brooklyn Nets,Memphis Grizzlies,V
Mon Mar 6 2017,7:00 PM,New York Knicks,113,Orlando Magic,105,Box Score,,16046,,,8,,New York Knicks,Orlando Magic,V
Mon Mar 6 2017,7:00 PM,Milwaukee Bucks,112,Philadelphia 76ers,98,Box Score,,18351,,,14,,Milwaukee Bucks,Philadelphia 76ers,V
Mon Mar 6 2017,8:30 PM,Houston Rockets,110,San Antonio Spurs,112,Box Score,,18418,,,-2,,San Antonio Spurs,Houston Rockets,H
Mon Mar 6 2017,9:00 PM,New Orleans Pelicans,83,Utah Jazz,88,Box Score,,19649,,,-5,,Utah Jazz,New Orleans Pelicans,H
Tue Mar 7 2017,8:30 PM,Los Angeles Lakers,111,Dallas Mavericks,122,Box Score,,20484,,,-11,,Dallas Mavericks,Los Angeles Lakers,H
Tue Mar 7 2017,8:00 PM,Portland Trail Blazers,126,Oklahoma City Thunder,121,Box Score,,18203,,,5,,Portland Trail Blazers,Oklahoma City Thunder,V
Tue Mar 7 2017,9:00 PM,Washington Wizards,131,Phoenix Suns,127,Box Score,,16372,,,4,,Washington Wizards,Phoenix Suns,V
Wed Mar 8 2017,7:30 PM,Brooklyn Nets,105,Atlanta Hawks,110,Box Score,,11931,,,-5,,Atlanta Hawks,Brooklyn Nets,H
Wed Mar 8 2017,9:00 PM,Washington Wizards,123,Denver Nuggets,113,Box Score,,12323,,,10,,Washington Wizards,Denver Nuggets,V
Wed Mar 8 2017,10:30 PM,Boston Celtics,99,Golden State Warriors,86,Box Score,,19596,,,13,,Boston Celtics,Golden State Warriors,V
Wed Mar 8 2017,8:00 PM,Utah Jazz,115,Houston Rockets,108,Box Score,,16230,,,7,,Utah Jazz,Houston Rockets,V
Wed Mar 8 2017,8:00 PM,Detroit Pistons,98,Indiana Pacers,115,Box Score,,14353,,,-17,,Indiana Pacers,Detroit Pistons,H
Wed Mar 8 2017,7:30 PM,Charlotte Hornets,101,Miami Heat,108,Box Score,,19600,,,-7,,Miami Heat,Charlotte Hornets,H
Wed Mar 8 2017,8:00 PM,New York Knicks,93,Milwaukee Bucks,104,Box Score,,13767,,,-11,,Milwaukee Bucks,New York Knicks,H
Wed Mar 8 2017,8:00 PM,Los Angeles Clippers,91,Minnesota Timberwolves,107,Box Score,,14933,,,-16,,Minnesota Timberwolves,Los Angeles Clippers,H
Wed Mar 8 2017,8:00 PM,Toronto Raptors,94,New Orleans Pelicans,87,Box Score,,14543,,,7,,Toronto Raptors,New Orleans Pelicans,V
Wed Mar 8 2017,7:00 PM,Chicago Bulls,91,Orlando Magic,98,Box Score,,16063,,,-7,,Orlando Magic,Chicago Bulls,H
Wed Mar 8 2017,8:30 PM,Sacramento Kings,104,San Antonio Spurs,114,Box Score,,18418,,,-10,,San Antonio Spurs,Sacramento Kings,H
Thu Mar 9 2017,7:30 PM,Cleveland Cavaliers,101,Detroit Pistons,106,Box Score,,19421,,,-5,,Detroit Pistons,Cleveland Cavaliers,H
Thu Mar 9 2017,8:00 PM,Los Angeles Clippers,114,Memphis Grizzlies,98,Box Score,,16642,,,16,,Los Angeles Clippers,Memphis Grizzlies,V
Thu Mar 9 2017,8:00 PM,San Antonio Spurs,92,Oklahoma City Thunder,102,Box Score,,18203,,,-10,,Oklahoma City Thunder,San Antonio Spurs,H
Thu Mar 9 2017,10:30 PM,Los Angeles Lakers,122,Phoenix Suns,110,Box Score,,17552,,,12,,Los Angeles Lakers,Phoenix Suns,V
Thu Mar 9 2017,10:00 PM,Philadelphia 76ers,108,Portland Trail Blazers,114,Box Score,OT,19240,,,-6,,Portland Trail Blazers,Philadelphia 76ers,H
Fri Mar 10 2017,8:00 PM,Toronto Raptors,99,Atlanta Hawks,105,Box Score,,16078,,,-6,,Atlanta Hawks,Toronto Raptors,H
Fri Mar 10 2017,8:00 PM,Houston Rockets,115,Chicago Bulls,94,Box Score,,21995,,,21,,Houston Rockets,Chicago Bulls,V
Fri Mar 10 2017,7:00 PM,Orlando Magic,81,Charlotte Hornets,121,Box Score,,17444,,,-40,,Charlotte Hornets,Orlando Magic,H
Fri Mar 10 2017,9:00 PM,Brooklyn Nets,96,Dallas Mavericks,105,Box Score,,20022,,,-9,,Dallas Mavericks,Brooklyn Nets,H
Fri Mar 10 2017,9:00 PM,Boston Celtics,99,Denver Nuggets,119,Box Score,,17147,,,-20,,Denver Nuggets,Boston Celtics,H
Fri Mar 10 2017,8:00 PM,Indiana Pacers,85,Milwaukee Bucks,99,Box Score,,16177,,,-14,,Milwaukee Bucks,Indiana Pacers,H
Fri Mar 10 2017,8:00 PM,Golden State Warriors,102,Minnesota Timberwolves,103,Box Score,,20412,,,-1,,Minnesota Timberwolves,Golden State Warriors,H
Fri Mar 10 2017,10:30 PM,Washington Wizards,130,Sacramento Kings,122,Box Score,OT,17608,,,8,,Washington Wizards,Sacramento Kings,V
Sat Mar 11 2017,7:00 PM,New Orleans Pelicans,125,Charlotte Hornets,122,Box Score,OT,18196,,,3,,New Orleans Pelicans,Charlotte Hornets,V
Sat Mar 11 2017,9:00 PM,Phoenix Suns,100,Dallas Mavericks,98,Box Score,,20324,,,2,,Phoenix Suns,Dallas Mavericks,V
Sat Mar 11 2017,5:00 PM,New York Knicks,92,Detroit Pistons,112,Box Score,,19607,,,-20,,Detroit Pistons,New York Knicks,H
Sat Mar 11 2017,3:30 PM,Philadelphia 76ers,100,Los Angeles Clippers,112,Box Score,,19060,,,-12,,Los Angeles Clippers,Philadelphia 76ers,H
Sat Mar 11 2017,9:00 PM,Atlanta Hawks,107,Memphis Grizzlies,90,Box Score,,17523,,,17,,Atlanta Hawks,Memphis Grizzlies,V
Sat Mar 11 2017,8:00 PM,Toronto Raptors,89,Miami Heat,104,Box Score,,19745,,,-15,,Miami Heat,Toronto Raptors,H
Sat Mar 11 2017,8:00 PM,Minnesota Timberwolves,95,Milwaukee Bucks,102,Box Score,,18717,,,-7,,Milwaukee Bucks,Minnesota Timberwolves,H
Sat Mar 11 2017,3:00 PM,Utah Jazz,104,Oklahoma City Thunder,112,Box Score,,18203,,,-8,,Oklahoma City Thunder,Utah Jazz,H
Sat Mar 11 2017,7:00 PM,Cleveland Cavaliers,116,Orlando Magic,104,Box Score,,18846,,,12,,Cleveland Cavaliers,Orlando Magic,V
Sat Mar 11 2017,10:00 PM,Washington Wizards,125,Portland Trail Blazers,124,Box Score,OT,19482,,,1,,Washington Wizards,Portland Trail Blazers,V
Sat Mar 11 2017,10:30 PM,Denver Nuggets,105,Sacramento Kings,92,Box Score,,17608,,,13,,Denver Nuggets,Sacramento Kings,V
Sat Mar 11 2017,8:30 PM,Golden State Warriors,85,San Antonio Spurs,107,Box Score,,18418,,,-22,,San Antonio Spurs,Golden State Warriors,H
Sun Mar 12 2017,3:30 PM,Chicago Bulls,80,Boston Celtics,100,Box Score,,18624,,,-20,,Boston Celtics,Chicago Bulls,H
Sun Mar 12 2017,6:00 PM,New York Knicks,112,Brooklyn Nets,120,Box Score,,17732,,,-8,,Brooklyn Nets,New York Knicks,H
Sun Mar 12 2017,9:00 PM,Cleveland Cavaliers,112,Houston Rockets,117,Box Score,,18055,,,-5,,Houston Rockets,Cleveland Cavaliers,H
Sun Mar 12 2017,6:00 PM,Miami Heat,98,Indiana Pacers,102,Box Score,,17923,,,-4,,Indiana Pacers,Miami Heat,H
Sun Mar 12 2017,9:30 PM,Philadelphia 76ers,118,Los Angeles Lakers,116,Box Score,,18997,,,2,,Philadelphia 76ers,Los Angeles Lakers,V
Sun Mar 12 2017,9:00 PM,Portland Trail Blazers,110,Phoenix Suns,101,Box Score,,16664,,,9,,Portland Trail Blazers,Phoenix Suns,V
Mon Mar 13 2017,7:00 PM,Chicago Bulls,115,Charlotte Hornets,109,Box Score,,16489,,,6,,Chicago Bulls,Charlotte Hornets,V
Mon Mar 13 2017,10:30 PM,Los Angeles Lakers,101,Denver Nuggets,129,Box Score,,17344,,,-28,,Denver Nuggets,Los Angeles Lakers,H
Mon Mar 13 2017,8:00 PM,Milwaukee Bucks,93,Memphis Grizzlies,113,Box Score,,16770,,,-20,,Memphis Grizzlies,Milwaukee Bucks,H
Mon Mar 13 2017,8:00 PM,Washington Wizards,104,Minnesota Timberwolves,119,Box Score,,15747,,,-15,,Minnesota Timberwolves,Washington Wizards,H
Mon Mar 13 2017,10:30 PM,Orlando Magic,115,Sacramento Kings,120,Box Score,,17608,,,-5,,Sacramento Kings,Orlando Magic,H
Mon Mar 13 2017,8:00 PM,Atlanta Hawks,99,San Antonio Spurs,107,Box Score,,18418,,,-8,,San Antonio Spurs,Atlanta Hawks,H
Mon Mar 13 2017,7:30 PM,Dallas Mavericks,78,Toronto Raptors,100,Box Score,,19800,,,-22,,Toronto Raptors,Dallas Mavericks,H
Mon Mar 13 2017,9:00 PM,Los Angeles Clippers,108,Utah Jazz,114,Box Score,,19911,,,-6,,Utah Jazz,Los Angeles Clippers,H
Tue Mar 14 2017,7:30 PM,Oklahoma City Thunder,122,Brooklyn Nets,104,Box Score,,13911,,,18,,Oklahoma City Thunder,Brooklyn Nets,V
Tue Mar 14 2017,7:00 PM,Detroit Pistons,96,Cleveland Cavaliers,128,Box Score,,20562,,,-32,,Cleveland Cavaliers,Detroit Pistons,H
Tue Mar 14 2017,10:30 PM,Philadelphia 76ers,104,Golden State Warriors,106,Box Score,,19596,,,-2,,Golden State Warriors,Philadelphia 76ers,H
Tue Mar 14 2017,8:00 PM,Portland Trail Blazers,77,New Orleans Pelicans,100,Box Score,,15530,,,-23,,New Orleans Pelicans,Portland Trail Blazers,H
Tue Mar 14 2017,7:30 PM,Indiana Pacers,81,New York Knicks,87,Box Score,,18261,,,-6,,New York Knicks,Indiana Pacers,H
Wed Mar 15 2017,7:30 PM,Minnesota Timberwolves,104,Boston Celtics,117,Box Score,,18624,,,-13,,Boston Celtics,Minnesota Timberwolves,H
Wed Mar 15 2017,8:00 PM,Memphis Grizzlies,98,Chicago Bulls,91,Box Score,,21583,,,7,,Memphis Grizzlies,Chicago Bulls,V
Wed Mar 15 2017,7:30 PM,Utah Jazz,97,Detroit Pistons,83,Box Score,,14033,,,14,,Utah Jazz,Detroit Pistons,V
Wed Mar 15 2017,8:00 PM,Los Angeles Lakers,100,Houston Rockets,139,Box Score,,18055,,,-39,,Houston Rockets,Los Angeles Lakers,H
Wed Mar 15 2017,7:00 PM,Charlotte Hornets,77,Indiana Pacers,98,Box Score,,14169,,,-21,,Indiana Pacers,Charlotte Hornets,H
Wed Mar 15 2017,10:30 PM,Milwaukee Bucks,97,Los Angeles Clippers,96,Box Score,,19060,,,1,,Milwaukee Bucks,Los Angeles Clippers,V
Wed Mar 15 2017,7:30 PM,New Orleans Pelicans,112,Miami Heat,120,Box Score,,19678,,,-8,,Miami Heat,New Orleans Pelicans,H
Wed Mar 15 2017,10:00 PM,Sacramento Kings,107,Phoenix Suns,101,Box Score,,17196,,,6,,Sacramento Kings,Phoenix Suns,V
Wed Mar 15 2017,8:00 PM,Portland Trail Blazers,110,San Antonio Spurs,106,Box Score,,18418,,,4,,Portland Trail Blazers,San Antonio Spurs,V
Wed Mar 15 2017,7:00 PM,Dallas Mavericks,112,Washington Wizards,107,Box Score,,17844,,,5,,Dallas Mavericks,Washington Wizards,V
Thu Mar 16 2017,7:30 PM,Memphis Grizzlies,103,Atlanta Hawks,91,Box Score,,17063,,,12,,Memphis Grizzlies,Atlanta Hawks,V
Thu Mar 16 2017,7:00 PM,Utah Jazz,83,Cleveland Cavaliers,91,Box Score,,20562,,,-8,,Cleveland Cavaliers,Utah Jazz,H
Thu Mar 16 2017,9:00 PM,Los Angeles Clippers,114,Denver Nuggets,129,Box Score,,14179,,,-15,,Denver Nuggets,Los Angeles Clippers,H
Thu Mar 16 2017,10:30 PM,Orlando Magic,92,Golden State Warriors,122,Box Score,,19596,,,-30,,Golden State Warriors,Orlando Magic,H
Thu Mar 16 2017,7:30 PM,Brooklyn Nets,121,New York Knicks,110,Box Score,,19812,,,11,,Brooklyn Nets,New York Knicks,V
Thu Mar 16 2017,7:00 PM,Oklahoma City Thunder,123,Toronto Raptors,102,Box Score,,19800,,,21,,Oklahoma City Thunder,Toronto Raptors,V
Fri Mar 17 2017,7:30 PM,Boston Celtics,98,Brooklyn Nets,95,Box Score,,17732,,,3,,Boston Celtics,Brooklyn Nets,V
Fri Mar 17 2017,7:30 PM,Toronto Raptors,87,Detroit Pistons,75,Box Score,,16541,,,12,,Toronto Raptors,Detroit Pistons,V
Fri Mar 17 2017,10:30 PM,Milwaukee Bucks,107,Los Angeles Lakers,103,Box Score,,18997,,,4,,Milwaukee Bucks,Los Angeles Lakers,V
Fri Mar 17 2017,8:00 PM,Minnesota Timberwolves,105,Miami Heat,123,Box Score,,19600,,,-18,,Miami Heat,Minnesota Timberwolves,H
Fri Mar 17 2017,8:00 PM,Houston Rockets,112,New Orleans Pelicans,128,Box Score,,17972,,,-16,,New Orleans Pelicans,Houston Rockets,H
Fri Mar 17 2017,7:00 PM,Dallas Mavericks,74,Philadelphia 76ers,116,Box Score,,17642,,,-42,,Philadelphia 76ers,Dallas Mavericks,H
Fri Mar 17 2017,10:00 PM,Orlando Magic,109,Phoenix Suns,103,Box Score,,16880,,,6,,Orlando Magic,Phoenix Suns,V
Fri Mar 17 2017,7:00 PM,Chicago Bulls,107,Washington Wizards,112,Box Score,,20356,,,-5,,Washington Wizards,Chicago Bulls,H
Sat Mar 18 2017,6:00 PM,Portland Trail Blazers,113,Atlanta Hawks,97,Box Score,,16543,,,16,,Portland Trail Blazers,Atlanta Hawks,V
Sat Mar 18 2017,9:00 PM,Utah Jazz,86,Chicago Bulls,95,Box Score,,21953,,,-9,,Chicago Bulls,Utah Jazz,H
Sat Mar 18 2017,7:00 PM,Washington Wizards,93,Charlotte Hornets,98,Box Score,,19361,,,-5,,Charlotte Hornets,Washington Wizards,H
Sat Mar 18 2017,9:30 PM,Houston Rockets,109,Denver Nuggets,105,Box Score,,17512,,,4,,Houston Rockets,Denver Nuggets,V
Sat Mar 18 2017,10:30 PM,Milwaukee Bucks,92,Golden State Warriors,117,Box Score,,19596,,,-25,,Golden State Warriors,Milwaukee Bucks,H
Sat Mar 18 2017,8:30 PM,Cleveland Cavaliers,78,Los Angeles Clippers,108,Box Score,,19379,,,-30,,Los Angeles Clippers,Cleveland Cavaliers,H
Sat Mar 18 2017,9:00 PM,San Antonio Spurs,96,Memphis Grizzlies,104,Box Score,,18119,,,-8,,Memphis Grizzlies,San Antonio Spurs,H
Sat Mar 18 2017,3:00 PM,Sacramento Kings,94,Oklahoma City Thunder,110,Box Score,,18203,,,-16,,Oklahoma City Thunder,Sacramento Kings,H
Sun Mar 19 2017,12:00 PM,Dallas Mavericks,111,Brooklyn Nets,104,Box Score,,14045,,,7,,Dallas Mavericks,Brooklyn Nets,V
Sun Mar 19 2017,4:30 PM,Phoenix Suns,95,Detroit Pistons,112,Box Score,,19588,,,-17,,Detroit Pistons,Phoenix Suns,H
Sun Mar 19 2017,9:30 PM,Cleveland Cavaliers,125,Los Angeles Lakers,120,Box Score,,18997,,,5,,Cleveland Cavaliers,Los Angeles Lakers,V
Sun Mar 19 2017,6:00 PM,Portland Trail Blazers,115,Miami Heat,104,Box Score,,19600,,,11,,Portland Trail Blazers,Miami Heat,V
Sun Mar 19 2017,6:00 PM,Minnesota Timberwolves,109,New Orleans Pelicans,123,Box Score,,16111,,,-14,,New Orleans Pelicans,Minnesota Timberwolves,H
Sun Mar 19 2017,1:00 PM,Boston Celtics,99,Philadelphia 76ers,105,Box Score,,19446,,,-6,,Philadelphia 76ers,Boston Celtics,H
Sun Mar 19 2017,7:00 PM,Sacramento Kings,102,San Antonio Spurs,118,Box Score,,18418,,,-16,,San Antonio Spurs,Sacramento Kings,H
Sun Mar 19 2017,6:00 PM,Indiana Pacers,91,Toronto Raptors,116,Box Score,,19800,,,-25,,Toronto Raptors,Indiana Pacers,H
Mon Mar 20 2017,7:30 PM,Washington Wizards,102,Boston Celtics,110,Box Score,,18624,,,-8,,Boston Celtics,Washington Wizards,H
Mon Mar 20 2017,7:00 PM,Atlanta Hawks,90,Charlotte Hornets,105,Box Score,,14278,,,-15,,Charlotte Hornets,Atlanta Hawks,H
Mon Mar 20 2017,8:00 PM,Denver Nuggets,124,Houston Rockets,125,Box Score,,16080,,,-1,,Houston Rockets,Denver Nuggets,H
Mon Mar 20 2017,7:00 PM,Utah Jazz,100,Indiana Pacers,107,Box Score,,15458,,,-7,,Indiana Pacers,Utah Jazz,H
Mon Mar 20 2017,10:30 PM,New York Knicks,105,Los Angeles Clippers,114,Box Score,,19060,,,-9,,Los Angeles Clippers,New York Knicks,H
Mon Mar 20 2017,8:00 PM,Golden State Warriors,111,Oklahoma City Thunder,95,Box Score,,18203,,,16,,Golden State Warriors,Oklahoma City Thunder,V
Mon Mar 20 2017,7:00 PM,Philadelphia 76ers,109,Orlando Magic,112,Box Score,OT,16236,,,-3,,Orlando Magic,Philadelphia 76ers,H
Tue Mar 21 2017,7:30 PM,Detroit Pistons,96,Brooklyn Nets,98,Box Score,,14343,,,-2,,Brooklyn Nets,Detroit Pistons,H
Tue Mar 21 2017,8:30 PM,Golden State Warriors,112,Dallas Mavericks,87,Box Score,,20453,,,25,,Golden State Warriors,Dallas Mavericks,V
Tue Mar 21 2017,10:30 PM,Los Angeles Clippers,133,Los Angeles Lakers,109,Box Score,,18724,,,24,,Los Angeles Clippers,Los Angeles Lakers,V
Tue Mar 21 2017,7:30 PM,Phoenix Suns,97,Miami Heat,112,Box Score,,19600,,,-15,,Miami Heat,Phoenix Suns,H
Tue Mar 21 2017,9:30 PM,San Antonio Spurs,100,Minnesota Timberwolves,93,Box Score,,13742,,,7,,San Antonio Spurs,Minnesota Timberwolves,V
Tue Mar 21 2017,8:00 PM,Memphis Grizzlies,82,New Orleans Pelicans,95,Box Score,,15973,,,-13,,New Orleans Pelicans,Memphis Grizzlies,H
Tue Mar 21 2017,10:00 PM,Milwaukee Bucks,93,Portland Trail Blazers,90,Box Score,,19525,,,3,,Milwaukee Bucks,Portland Trail Blazers,V
Tue Mar 21 2017,7:00 PM,Chicago Bulls,120,Toronto Raptors,122,Box Score,OT,19800,,,-2,,Toronto Raptors,Chicago Bulls,H
Wed Mar 22 2017,7:30 PM,Indiana Pacers,100,Boston Celtics,109,Box Score,,18624,,,-9,,Boston Celtics,Indiana Pacers,H
Wed Mar 22 2017,8:00 PM,Detroit Pistons,95,Chicago Bulls,117,Box Score,,21503,,,-22,,Chicago Bulls,Detroit Pistons,H
Wed Mar 22 2017,9:00 PM,Cleveland Cavaliers,113,Denver Nuggets,126,Box Score,,19718,,,-13,,Denver Nuggets,Cleveland Cavaliers,H
Wed Mar 22 2017,8:00 PM,Philadelphia 76ers,97,Oklahoma City Thunder,122,Box Score,,18203,,,-25,,Oklahoma City Thunder,Philadelphia 76ers,H
Wed Mar 22 2017,7:00 PM,Charlotte Hornets,109,Orlando Magic,102,Box Score,,16034,,,7,,Charlotte Hornets,Orlando Magic,V
Wed Mar 22 2017,10:30 PM,Milwaukee Bucks,116,Sacramento Kings,98,Box Score,,17608,,,18,,Milwaukee Bucks,Sacramento Kings,V
Wed Mar 22 2017,10:30 PM,New York Knicks,101,Utah Jazz,108,Box Score,,19911,,,-7,,Utah Jazz,New York Knicks,H
